Name,Age,Gender,Marital Status,Employment Type,Industry,Years with Current Employer,Education Level,CIBIL Score,Loan Type,Loan Purpose,Loan Amount Requested,Loan Tenure,Existing Loans,Loan Repayment History,DTI Ratio,Credit Utilization Ratio,Credit Card Payment Behavior,Monthly Income,Income Stability,Total Savings & Deposits,Bank Account Activity,Large Transactions Before Loan,Number of Credit Cards,Total Credit Limit,Utility & Rent Payments History,Fraud
Christine Thomas,25,Female,Married,Unemployed,Manufacturing,0,Bachelors,885,Car Loan,Car Repair,79756,12,1,Good,0.41,0.92,Missed Payments,98922,Unstable,346435,Low,1,4,270721,Missed Payments,0
Juan Hughes,33,Female,Married,Salaried,Education,3,Masters,618,Home Loan,Home Renovation,133551,96,0,Poor,0.55,0.12,Late Payments,51164,Unstable,130796,High,0,3,496949,On-Time,0
Carolyn Lindsey,57,Female,Single,Salaried,Finance,8,High School,414,Personal Loan,Medical Emergency,173791,60,4,Poor,0.66,0.16,Missed Payments,84891,Unstable,95267,High,1,2,192444,Missed Payments,1
Sean Lutz,66,Female,Married,Salaried,Education,6,Masters,898,Home Loan,Property Investment,373899,96,3,Average,0.82,0.29,Missed Payments,43177,Unstable,469562,Low,0,4,455763,On-Time,0
Aaron Hanna,26,Female,Single,Unemployed,Education,19,Bachelors,459,Personal Loan,Medical Emergency,387258,72,1,Poor,0.78,0.14,Missed Payments,104297,Unstable,399874,Low,1,1,314666,Missed Payments,1
Michelle Conway,23,Male,Married,Self-Employed,Education,5,PhD,467,Home Loan,Buying a House,308548,96,0,Poor,0.8,0.92,Late Payments,163224,Stable,304918,Moderate,1,1,116435,Late Payments,0
Stephanie Strickland,57,Female,Single,Salaried,Education,1,High School,647,Personal Loan,Wedding,393345,24,4,Good,0.4,0.79,Late Payments,168888,Stable,424869,High,1,4,162982,Missed Payments,0
Aaron Hanna,26,Female,Single,Unemployed,Education,19,Bachelors,459,Personal Loan,Medical Emergency,387258,72,1,Poor,0.78,0.14,Missed Payments,104297,Unstable,399874,Low,1,1,314666,Missed Payments,1
Sarah Campbell,46,Female,Divorced,Salaried,Education,16,Bachelors,506,Business Loan,Business Expansion,89018,84,1,Poor,0.23,0.35,Missed Payments,169560,Unstable,370997,Low,1,3,419734,Missed Payments,0
Regina West,39,Male,Married,Self-Employed,Manufacturing,9,Bachelors,600,Home Loan,Buying a House,399709,48,3,Poor,0.28,0.58,On-Time,117342,Unstable,254451,High,0,1,214208,Late Payments,0
Benjamin Smith,61,Male,Single,Unemployed,IT,18,PhD,812,Personal Loan,Vacation,37623,72,2,Good,0.31,0.48,Late Payments,159235,Unstable,352721,Moderate,1,1,320798,Missed Payments,0
Christopher Nelson,65,Male,Divorced,Unemployed,IT,8,High School,837,Personal Loan,Debt Consolidation,273088,96,4,Average,0.19,0.76,On-Time,92454,Stable,161433,High,0,2,179952,On-Time,0
Jessica Jennings,31,Male,Married,Salaried,Healthcare,17,PhD,407,Car Loan,Car Repair,276405,36,1,Poor,0.85,0.97,Missed Payments,126227,Stable,44871,Low,1,4,355841,Missed Payments,1
Chad Blake,49,Female,Single,Unemployed,IT,2,Masters,442,Business Loan,Business Expansion,64499,96,0,Poor,0.63,0.87,Missed Payments,93177,Unstable,236064,High,0,3,64767,Late Payments,1
Christopher Lopez,23,Female,Married,Salaried,Healthcare,3,Masters,344,Personal Loan,Medical Emergency,378918,36,3,Average,0.58,0.97,Missed Payments,98186,Unstable,399335,Low,0,3,117914,On-Time,0
Jessica Foster,46,Male,Single,Unemployed,Manufacturing,14,Masters,404,Personal Loan,Debt Consolidation,191533,12,4,Poor,0.8,0.4,Missed Payments,143256,Stable,372855,High,1,3,139975,Missed Payments,1
Mark Rodriguez,28,Male,Single,Salaried,Education,2,Masters,536,Business Loan,Working Capital,259512,24,2,Good,0.85,0.16,Late Payments,77857,Stable,168570,Moderate,1,1,193399,Late Payments,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
David Mccormick,66,Male,Divorced,Self-Employed,Healthcare,0,Bachelors,577,Personal Loan,Vacation,201484,60,4,Good,0.67,0.43,On-Time,150589,Stable,394408,High,1,2,160343,Late Payments,0
Aaron Hanna,26,Female,Single,Unemployed,Education,19,Bachelors,459,Personal Loan,Medical Emergency,387258,72,1,Poor,0.78,0.14,Missed Payments,104297,Unstable,399874,Low,1,1,314666,Missed Payments,1
Jessica Miller,53,Male,Married,Self-Employed,Manufacturing,18,Masters,361,Car Loan,Vehicle Purchase,156780,84,3,Poor,0.83,0.43,Missed Payments,168804,Unstable,381264,High,0,4,185645,Late Payments,1
Jessica Foster,46,Male,Single,Unemployed,Manufacturing,14,Masters,404,Personal Loan,Debt Consolidation,191533,12,4,Poor,0.8,0.4,Missed Payments,143256,Stable,372855,High,1,3,139975,Missed Payments,1
Steven George,68,Female,Divorced,Self-Employed,Finance,17,Masters,546,Business Loan,Equipment Purchase,232878,36,3,Poor,0.84,0.96,Missed Payments,189945,Stable,351285,Low,1,4,382836,Missed Payments,0
Aaron Hanna,26,Female,Single,Unemployed,Education,19,Bachelors,459,Personal Loan,Medical Emergency,387258,72,1,Poor,0.78,0.14,Missed Payments,104297,Unstable,399874,Low,1,1,314666,Missed Payments,1
Timothy Mora,36,Female,Divorced,Self-Employed,Finance,8,Masters,866,Car Loan,Vehicle Purchase,454766,84,4,Average,0.83,0.62,On-Time,179509,Stable,148199,Moderate,1,2,271609,Late Payments,0
Shannon Edwards,64,Male,Divorced,Unemployed,Manufacturing,17,High School,866,Business Loan,Equipment Purchase,402994,36,4,Good,0.89,0.71,Missed Payments,103959,Unstable,322454,High,0,3,227311,On-Time,0
Timothy Sanchez,67,Male,Married,Unemployed,IT,10,Bachelors,740,Home Loan,Home Renovation,264306,96,1,Good,0.22,0.78,Missed Payments,113721,Unstable,194784,High,0,3,447966,Missed Payments,0
Tanya Baird DVM,63,Female,Married,Self-Employed,Education,17,Bachelors,352,Car Loan,Vehicle Purchase,377012,72,4,Poor,0.12,0.34,Missed Payments,107212,Unstable,260099,High,1,3,462156,Late Payments,0
Andrew Flores,33,Male,Married,Self-Employed,Manufacturing,12,High School,515,Business Loan,Business Expansion,239896,72,4,Average,0.67,0.78,On-Time,76272,Unstable,233441,Moderate,1,3,212527,On-Time,0
Pamela Caldwell,19,Male,Divorced,Unemployed,Education,8,Masters,718,Car Loan,Vehicle Purchase,38485,84,4,Average,0.16,0.55,Missed Payments,44112,Stable,322877,Moderate,0,3,62883,Missed Payments,0
Dylan Morgan,20,Male,Single,Unemployed,Finance,9,Bachelors,433,Car Loan,Car Repair,362681,72,2,Poor,0.13,0.14,Late Payments,55037,Unstable,107665,High,1,1,112175,Missed Payments,0
Lori Landry,64,Female,Married,Salaried,Manufacturing,11,Bachelors,566,Business Loan,Working Capital,255968,12,0,Average,0.75,0.19,Missed Payments,181993,Unstable,34316,High,0,4,121755,Late Payments,0
Mrs. Brenda Williams,41,Male,Divorced,Unemployed,Healthcare,2,PhD,375,Home Loan,Home Renovation,419429,72,3,Poor,0.86,0.98,On-Time,42803,Stable,323636,Moderate,1,2,357380,Late Payments,0
Teresa Banks,48,Female,Single,Self-Employed,Finance,9,High School,322,Personal Loan,Debt Consolidation,78553,36,4,Poor,0.88,0.77,Missed Payments,107084,Unstable,366432,Low,1,4,87741,Missed Payments,1
Alexander Burns,66,Male,Single,Self-Employed,Healthcare,8,High School,826,Home Loan,Home Renovation,398402,36,1,Poor,0.39,0.62,On-Time,103105,Unstable,17862,Low,0,4,378711,Missed Payments,0
Gary White,29,Male,Married,Salaried,Finance,6,Bachelors,734,Car Loan,Vehicle Purchase,487554,24,0,Poor,0.88,0.38,On-Time,25637,Stable,262611,Low,1,4,240674,On-Time,0
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Melissa Vasquez,27,Male,Divorced,Unemployed,Finance,17,Bachelors,644,Business Loan,Working Capital,215334,96,2,Average,0.31,0.59,Late Payments,85517,Unstable,377146,Moderate,0,1,440212,On-Time,0
Robert Singh,51,Female,Married,Self-Employed,Manufacturing,19,High School,663,Home Loan,Property Investment,254741,96,4,Average,0.5,0.14,Missed Payments,20819,Stable,192913,Low,0,1,405488,Late Payments,0
Joshua Levy,49,Female,Single,Self-Employed,Finance,13,High School,300,Business Loan,Business Expansion,495693,36,0,Good,0.49,0.55,On-Time,23713,Unstable,406502,Low,0,1,224151,On-Time,0
Miranda Ware,21,Female,Single,Self-Employed,Manufacturing,11,Masters,859,Home Loan,Property Investment,13419,60,3,Poor,0.61,0.67,Late Payments,68350,Stable,467902,Moderate,0,1,83340,On-Time,0
Jesse Curtis,45,Male,Married,Salaried,Manufacturing,17,Masters,684,Business Loan,Business Expansion,195651,12,4,Poor,0.26,0.58,Missed Payments,131821,Unstable,128595,Moderate,0,3,86684,Missed Payments,0
Karen Moses,38,Female,Married,Salaried,Finance,13,High School,372,Car Loan,Car Repair,379024,24,4,Average,0.37,0.99,On-Time,177498,Unstable,202859,High,1,1,132733,On-Time,0
Sharon Coleman,44,Female,Divorced,Unemployed,Education,11,PhD,636,Personal Loan,Medical Emergency,330640,36,4,Poor,0.55,0.42,Late Payments,177657,Unstable,338570,High,1,3,310084,Missed Payments,0
Brian Best,18,Female,Married,Salaried,Finance,19,PhD,612,Car Loan,Vehicle Purchase,452558,24,2,Poor,0.63,0.15,On-Time,142843,Unstable,127269,Moderate,0,3,432931,On-Time,0
Brittany Boyle,26,Female,Single,Salaried,Education,10,Masters,698,Car Loan,Car Repair,109852,12,1,Good,0.46,0.62,Missed Payments,177129,Unstable,450628,High,1,3,443601,Missed Payments,0
Devin Phillips MD,44,Male,Married,Salaried,Healthcare,1,PhD,394,Personal Loan,Vacation,174656,60,1,Average,0.46,0.57,On-Time,132170,Stable,36632,Moderate,1,1,137474,Missed Payments,0
Jacqueline Gilbert,62,Female,Divorced,Self-Employed,IT,1,Masters,781,Personal Loan,Wedding,89055,96,3,Good,0.75,0.87,Missed Payments,142835,Stable,158110,High,1,2,230007,On-Time,0
Joshua Vega,51,Female,Divorced,Unemployed,Finance,6,PhD,600,Personal Loan,Medical Emergency,419484,96,2,Average,0.75,0.15,Late Payments,178418,Unstable,96325,Low,0,2,98329,On-Time,0
Matthew Benton,24,Male,Single,Self-Employed,Healthcare,6,PhD,582,Car Loan,Car Repair,202629,24,2,Poor,0.81,0.11,Late Payments,125633,Stable,374717,Low,0,4,414291,Missed Payments,0
Jamie Gutierrez,60,Male,Single,Self-Employed,Education,15,Masters,788,Personal Loan,Wedding,183830,12,4,Good,0.12,0.59,Missed Payments,35228,Stable,341261,Low,1,3,289648,Late Payments,0
Tanya Carpenter,42,Female,Single,Salaried,Healthcare,14,PhD,695,Home Loan,Home Renovation,414272,24,0,Poor,0.85,0.74,Late Payments,25122,Stable,55973,Low,1,4,65710,Late Payments,0
Tiffany Jimenez,42,Female,Single,Unemployed,Finance,16,Masters,822,Personal Loan,Debt Consolidation,328927,72,4,Good,0.22,0.89,Missed Payments,110100,Unstable,497262,Low,1,4,369277,On-Time,0
Deborah Petty,69,Male,Divorced,Unemployed,Finance,3,Masters,549,Home Loan,Buying a House,117971,96,3,Good,0.59,0.14,Late Payments,43198,Stable,486313,Moderate,1,4,399402,Missed Payments,0
Chad Blake,49,Female,Single,Unemployed,IT,2,Masters,442,Business Loan,Business Expansion,64499,96,0,Poor,0.63,0.87,Missed Payments,93177,Unstable,236064,High,0,3,64767,Late Payments,1
William Esparza,47,Male,Divorced,Self-Employed,Education,13,PhD,712,Personal Loan,Medical Emergency,229217,12,0,Average,0.88,0.7,Missed Payments,158782,Stable,400544,Moderate,1,1,470095,Late Payments,0
Tanya Baird DVM,63,Female,Married,Self-Employed,Education,17,Bachelors,352,Car Loan,Vehicle Purchase,377012,72,4,Poor,0.12,0.34,Missed Payments,107212,Unstable,260099,High,1,3,462156,Late Payments,0
Sarah Coleman,19,Female,Divorced,Unemployed,Finance,12,Bachelors,461,Home Loan,Property Investment,199955,48,4,Poor,0.43,0.19,On-Time,118502,Stable,114670,Low,1,2,323505,On-Time,0
Robert Ruiz,43,Male,Married,Self-Employed,IT,1,High School,340,Car Loan,Vehicle Purchase,476164,60,0,Average,0.1,0.35,On-Time,159320,Unstable,281420,High,0,1,344815,Late Payments,0
Jessica Miller,53,Male,Married,Self-Employed,Manufacturing,18,Masters,361,Car Loan,Vehicle Purchase,156780,84,3,Poor,0.83,0.43,Missed Payments,168804,Unstable,381264,High,0,4,185645,Late Payments,1
Jacqueline Watson,52,Male,Married,Unemployed,Manufacturing,3,High School,729,Business Loan,Equipment Purchase,373894,36,3,Good,0.71,0.16,Late Payments,154448,Unstable,485642,Low,1,4,436531,Late Payments,0
Michelle Conway,23,Male,Married,Self-Employed,Education,5,PhD,467,Home Loan,Buying a House,308548,96,0,Poor,0.8,0.92,Late Payments,163224,Stable,304918,Moderate,1,1,116435,Late Payments,0
Taylor Nguyen,23,Male,Divorced,Salaried,Healthcare,19,Masters,867,Business Loan,Working Capital,212352,72,4,Good,0.35,0.62,On-Time,158674,Stable,289762,Low,0,3,288487,On-Time,0
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Aaron Hanna,26,Female,Single,Unemployed,Education,19,Bachelors,459,Personal Loan,Medical Emergency,387258,72,1,Poor,0.78,0.14,Missed Payments,104297,Unstable,399874,Low,1,1,314666,Missed Payments,1
Alexa Malone,57,Female,Single,Salaried,Manufacturing,2,Masters,345,Personal Loan,Wedding,120572,24,2,Good,0.88,0.26,Late Payments,109855,Unstable,462859,High,1,2,484364,Missed Payments,0
Karen Moses,38,Female,Married,Salaried,Finance,13,High School,372,Car Loan,Car Repair,379024,24,4,Average,0.37,0.99,On-Time,177498,Unstable,202859,High,1,1,132733,On-Time,0
Michael Gonzalez,59,Male,Divorced,Salaried,Manufacturing,16,High School,305,Car Loan,Vehicle Purchase,359768,60,2,Good,0.79,0.37,On-Time,170688,Stable,486591,High,1,3,492668,Late Payments,0
Gary Thornton,27,Female,Single,Self-Employed,Healthcare,12,Bachelors,570,Business Loan,Working Capital,58152,24,3,Average,0.66,0.55,Missed Payments,113936,Unstable,319772,Low,1,1,466440,Missed Payments,0
Nicholas Garner,33,Male,Single,Self-Employed,Education,6,High School,775,Home Loan,Property Investment,264392,12,4,Poor,0.63,0.61,Missed Payments,191766,Unstable,138663,Low,0,2,191899,On-Time,0
Patricia Fitzgerald,44,Female,Married,Unemployed,IT,10,Masters,888,Car Loan,Car Repair,350505,48,0,Poor,0.39,0.13,On-Time,97954,Stable,358565,High,1,4,243216,On-Time,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Judith Hernandez,47,Male,Divorced,Salaried,Education,2,PhD,810,Business Loan,Business Expansion,208544,24,1,Good,0.38,0.86,Missed Payments,153388,Unstable,140305,Moderate,0,1,490205,Late Payments,0
Ronnie Fitzgerald,27,Male,Divorced,Self-Employed,Education,12,Masters,384,Car Loan,Car Repair,87876,36,1,Average,0.49,0.51,Late Payments,88553,Unstable,372437,High,1,4,89291,On-Time,0
Jessica Foster,46,Male,Single,Unemployed,Manufacturing,14,Masters,404,Personal Loan,Debt Consolidation,191533,12,4,Poor,0.8,0.4,Missed Payments,143256,Stable,372855,High,1,3,139975,Missed Payments,1
Melissa Hanson,26,Female,Divorced,Unemployed,Healthcare,13,High School,769,Car Loan,Car Repair,206391,24,4,Poor,0.51,0.79,On-Time,114769,Stable,295445,High,0,3,463599,Missed Payments,0
Anthony Robinson,34,Female,Single,Unemployed,Finance,7,PhD,781,Business Loan,Working Capital,216458,24,4,Average,0.81,0.11,Late Payments,136370,Unstable,331636,High,1,3,84445,Missed Payments,0
Amber Jenkins,33,Male,Divorced,Self-Employed,Healthcare,12,Bachelors,346,Personal Loan,Debt Consolidation,236534,48,3,Poor,0.63,0.74,Missed Payments,188310,Unstable,50769,Moderate,1,4,173461,Late Payments,1
Robert Jackson,29,Female,Divorced,Unemployed,Education,2,PhD,552,Personal Loan,Medical Emergency,232768,60,2,Average,0.65,0.95,On-Time,107464,Stable,259207,High,1,4,220032,Missed Payments,0
Robert Phillips,42,Male,Single,Self-Employed,Finance,19,Masters,640,Car Loan,Car Repair,252445,96,4,Poor,0.83,0.21,Missed Payments,128306,Unstable,301002,Low,1,4,376541,Missed Payments,0
Jessica Miller,53,Male,Married,Self-Employed,Manufacturing,18,Masters,361,Car Loan,Vehicle Purchase,156780,84,3,Poor,0.83,0.43,Missed Payments,168804,Unstable,381264,High,0,4,185645,Late Payments,1
Scott Horton,57,Female,Single,Unemployed,Education,10,High School,324,Business Loan,Business Expansion,83069,12,2,Good,0.1,0.45,Late Payments,128069,Unstable,14956,Low,1,4,226542,Late Payments,0
Andrew Smith,63,Male,Married,Salaried,Healthcare,4,Bachelors,511,Personal Loan,Vacation,199693,24,2,Good,0.74,0.6,On-Time,98740,Stable,414036,High,1,4,245993,On-Time,0
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Patricia Thompson,33,Male,Divorced,Unemployed,IT,4,Bachelors,309,Home Loan,Property Investment,369330,84,2,Poor,0.89,0.27,Missed Payments,47991,Unstable,145654,High,0,3,138797,Missed Payments,1
Donna Bowers,33,Female,Divorced,Unemployed,Healthcare,12,Bachelors,843,Personal Loan,Wedding,196204,72,0,Good,0.15,0.58,Missed Payments,46371,Unstable,449530,Moderate,0,1,423150,Missed Payments,0
Margaret Sullivan,58,Male,Married,Salaried,IT,19,High School,484,Car Loan,Car Repair,442817,48,1,Good,0.45,0.55,Missed Payments,58373,Unstable,192804,Moderate,1,1,97751,Missed Payments,0
Heather Ewing,69,Male,Single,Self-Employed,Education,10,Masters,515,Home Loan,Buying a House,358979,12,0,Average,0.23,0.85,On-Time,100420,Unstable,426933,Low,1,1,337971,Missed Payments,0
Kristin Nelson,52,Female,Single,Unemployed,Healthcare,0,Bachelors,623,Personal Loan,Debt Consolidation,489810,24,2,Poor,0.2,0.15,Missed Payments,179362,Stable,152624,Low,1,4,232756,Late Payments,0
Dana Thompson,59,Female,Divorced,Unemployed,Manufacturing,18,PhD,565,Business Loan,Equipment Purchase,97849,72,0,Good,0.15,0.68,Missed Payments,120472,Stable,464545,High,1,1,193312,On-Time,0
Candace Lambert,19,Male,Married,Salaried,Manufacturing,12,High School,644,Home Loan,Home Renovation,128005,60,0,Good,0.55,0.18,Missed Payments,76316,Stable,213347,High,0,3,384319,Late Payments,0
Christopher Joseph,48,Male,Divorced,Self-Employed,Education,18,Bachelors,836,Personal Loan,Vacation,219361,12,2,Poor,0.15,0.33,Missed Payments,146145,Stable,179770,Moderate,1,4,313336,Missed Payments,0
Eric Clark,52,Female,Married,Unemployed,IT,2,PhD,582,Home Loan,Home Renovation,280817,96,1,Good,0.84,0.42,On-Time,151453,Stable,191264,Low,1,2,240607,Late Payments,0
Taylor Russell,30,Female,Divorced,Unemployed,Healthcare,15,Bachelors,336,Business Loan,Equipment Purchase,169738,12,0,Good,0.26,0.65,Late Payments,97745,Stable,99632,High,1,3,70633,On-Time,0
Ivan King,42,Male,Single,Salaried,Manufacturing,14,Bachelors,710,Car Loan,Car Repair,483825,24,0,Poor,0.6,0.47,Missed Payments,70772,Unstable,81609,Low,1,2,354692,Late Payments,0
Cassandra Hawkins,61,Male,Divorced,Unemployed,Healthcare,0,Bachelors,485,Home Loan,Buying a House,161175,84,4,Poor,0.32,0.23,Missed Payments,95265,Unstable,489118,Low,0,3,81588,Missed Payments,0
Jason Powell,41,Male,Single,Self-Employed,Finance,12,High School,585,Business Loan,Equipment Purchase,287680,36,2,Poor,0.4,0.19,On-Time,99951,Stable,231164,Low,1,3,433757,Late Payments,0
Teresa Kelly,26,Female,Divorced,Salaried,Finance,6,Bachelors,517,Home Loan,Property Investment,112574,84,1,Good,0.58,0.79,On-Time,114444,Stable,67152,Low,0,1,315508,Late Payments,0
Scott Mejia,18,Female,Divorced,Salaried,IT,10,High School,676,Personal Loan,Wedding,244282,96,2,Good,0.29,0.41,Missed Payments,40625,Unstable,496476,Low,1,3,488422,On-Time,0
David Floyd,48,Male,Married,Unemployed,Finance,0,High School,446,Business Loan,Equipment Purchase,164867,84,2,Poor,0.57,0.2,Missed Payments,185970,Stable,108843,Low,1,1,436665,Missed Payments,0
Thomas Krueger,62,Male,Married,Self-Employed,Healthcare,0,High School,711,Business Loan,Equipment Purchase,469341,36,2,Poor,0.22,0.81,On-Time,165537,Unstable,205139,Moderate,1,1,74903,On-Time,0
Chad Blake,49,Female,Single,Unemployed,IT,2,Masters,442,Business Loan,Business Expansion,64499,96,0,Poor,0.63,0.87,Missed Payments,93177,Unstable,236064,High,0,3,64767,Late Payments,1
Jonathan Klein,40,Female,Married,Self-Employed,Education,18,Masters,395,Personal Loan,Vacation,190436,60,2,Good,0.48,0.98,Late Payments,65178,Unstable,206374,High,1,4,143770,Missed Payments,0
Rita Brown MD,34,Male,Married,Salaried,IT,4,Bachelors,515,Home Loan,Buying a House,412352,12,2,Good,0.32,0.53,On-Time,107515,Stable,189641,High,1,2,457879,Late Payments,0
Denise Moreno,30,Female,Married,Self-Employed,Finance,6,High School,311,Personal Loan,Wedding,64978,24,1,Average,0.31,0.88,On-Time,64152,Stable,205912,Moderate,1,2,76886,Late Payments,0
